name,calories,protein,fat,carbs,fiber,sugar,p_ratio,f_ratio,c_ratio,type_any,type_breakfast,type_lunch/dinner,type_snack
lamb meat raw,0.18133947671548462,0.14206674995538104,0.15362266206646086,0.0,0.0,0.0,0.48477466504263095,0.5152253349573691,0.0,False,False,True,False
lamb shoulder cooked,0.12341615928912293,0.1115473853292879,0.09714908298529144,0.0,0.0,0.0,0.5387931034482759,0.46120689655172414,0.0,False,False,True,False
mutton cooked,0.010860622017442818,0.01695520257005176,0.005629199201016888,6.919528446950282e-05,0.0,0.0,0.7523560624059555,0.24550566246931183,0.0021382751247327157,False,False,False,True
lamb leg cooked,0.1125555372716801,0.12082812778868465,0.07935355002723805,0.0,0.0,0.0,0.6077199281867145,0.39228007181328545,0.0,False,False,True,False
beef stick,0.01810103669573803,0.007674460110655007,0.017977120029053932,0.002819067145053819,0.0,0.0,0.28104575163398693,0.6470588235294118,0.07189542483660132,True,False,False,False
veal sirloin cooked,0.08507487246996874,0.11440299839371766,0.04884692209914653,0.0,0.0,0.0,0.7043956043956043,0.2956043956043956,0.0,False,False,True,False
veal rib cooked,0.07306236629916077,0.102445118686418,0.04031232976212093,0.0,0.0,0.0,0.721105527638191,0.27889447236180903,0.0,False,False,True,False
veal meat cooked,0.07948000658219516,0.11226128859539533,0.043217722898129654,0.0,0.0,0.0,0.7254901960784313,0.27450980392156865,0.0,False,False,True,False
beef rib roasted,0.03916406121441501,0.02748527574513654,0.03468313056110405,0.0,0.0,0.0,0.4463768115942029,0.5536231884057972,0.0,False,False,True,False
veal sirloin raw,0.11337831166694093,0.15438158129573445,0.06428182313419284,0.0,0.0,0.0,0.7095980311730926,0.2904019688269073,0.0,False,False,True,False
beef top loin filet grilled,0.05315122593384894,0.06603605211493843,0.0345015434901035,0.002050230650948232,0.0,0.0,0.6514084507042254,0.3345070422535211,0.014084507042253523,False,False,True,False
beef under blade steak cooked,0.1617574461082771,0.25129394966981977,0.0848011621572544,0.0,0.0,0.0,0.7509333333333333,0.2490666666666667,0.0,False,False,True,False
mock tender steak raw,0.04015139048872799,0.0753167945743352,0.015071726893045215,0.0,0.0,0.0,0.8356435643564357,0.16435643564356436,0.0,True,False,False,False
ground beef cooked,0.061708079644561466,0.06335891486703553,0.0450335936081351,0.0,0.0,0.0,0.5887230514096186,0.41127694859038144,0.0,False,False,True,False
ground beef raw,0.24781964785255883,0.11618775655898626,0.24714000363174138,0.0,0.0,0.0,0.323558648111332,0.676441351888668,0.0,False,False,True,False
beef diced asda,0.007898634194503868,0.0,0.0012711094970038132,0.026909277293695542,0.0,0.00018524871355060033,0.0,0.0625,0.9375000000000001,False,False,False,True
veal rib raw,0.12094783610334046,0.15259682313046585,0.0742691120392228,0.0,0.0,0.0,0.6764240506329113,0.32357594936708856,0.0,False,False,True,False
ground veal raw,0.00674675004113872,0.009816169908977334,0.00345015434901035,0.0,0.0,0.0,0.7432432432432432,0.25675675675675674,0.0,False,False,False,True
t bone steak cooked,0.17261806812571992,0.15937890415848655,0.13455601961140365,0.0,0.0,0.0,0.5465116279069768,0.4534883720930233,0.0,False,False,True,False
veal leg round raw,0.08737864077669903,0.16990897733357133,0.025422189940076265,0.0,0.0,0.0,0.8717948717948718,0.1282051282051282,0.0,False,False,True,False
beef top sirloin steak raw,0.2010860622017443,0.22023915759414603,0.1403668058834211,0.0,0.0,0.0,0.6148480318883907,0.3851519681116094,0.0,False,False,True,False
beef plate steak grilled,0.08359387855849926,0.08406210958415136,0.06464499727619394,0.0,0.0,0.0,0.5695284159613059,0.43047158403869407,0.0,False,False,True,False
ground veal cooked,0.08458120783281224,0.1301088702480814,0.041038678046123114,0.0,0.0,0.0,0.7633507853403142,0.23664921465968589,0.0,False,False,True,False
veal leg round cooked,0.09445450057594208,0.17562020346243087,0.031232976212093696,0.0,0.0,0.0,0.8512110726643598,0.14878892733564011,0.0,False,False,True,False
porterhouse steak raw,0.19252920849103178,0.14563626628591828,0.16542582168149625,0.0,0.0,0.0,0.472495657209033,0.527504342790967,0.0,False,False,True,False
veal shank raw,0.08441665295376008,0.1550954845618419,0.02869075721808607,0.0,0.0,0.0,0.8461538461538461,0.15384615384615385,0.0,False,False,True,False
veal breast cooked,0.12390982392627942,0.13617704800999467,0.08625385872525876,0.0,0.0,0.0,0.6163166397415186,0.38368336025848143,0.0,False,False,True,False
corned beef canned,0.008721408589764687,0.010173121542031056,0.005629199201016888,0.0,0.0,0.0,0.6477272727272727,0.35227272727272724,0.0,False,False,False,True
rib eye steak grilled,0.11189731775547146,0.11136890951276103,0.08661703286725984,0.0,0.0,0.0,0.5667574931880109,0.43324250681198917,0.0,False,False,True,False
veal shoulder raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True
t bone steak raw,0.17311173276287642,0.15295377476351957,0.13855093517341563,0.0,0.0,0.0,0.5290123456790123,0.47098765432098766,0.0,False,False,True,False
sirloin steak,0.05331578081290111,0.08834552918079601,0.025603777011076807,0.0,0.0,0.0,0.7783018867924528,0.22169811320754715,0.0,False,False,True,False
mock tender steak cooked,0.022544018430146456,0.03908620381938248,0.008897766479026693,0.0,0.0,0.0,0.8171641791044777,0.18283582089552242,0.0,True,False,False,False
beef round steak cooked,0.0633536284350831,0.11565232910940568,0.021972035591065912,0.0,0.0,0.0,0.8426527958387516,0.1573472041612484,0.0,False,False,True,False
chuck blade roast raw,0.18512423893368438,0.13885418525789756,0.15979662248047938,0.0,0.0,0.0,0.46924004825090465,0.5307599517490953,0.0,False,False,True,False
beef shoulder steak raw,0.0574296527892052,0.08602534356594684,0.03141456328309424,0.0,0.0,0.0,0.7358778625954199,0.2641221374045802,0.0,False,False,True,False
beef top blade cooked,0.030278097745598156,0.03908620381938248,0.018158707100054475,0.0,0.0,0.0,0.6865203761755486,0.31347962382445144,0.0,True,False,False,False
corned beef cooked,0.008721408589764687,0.0067820810280207035,0.00726348284002179,1.537672988211174e-05,0.0,0.0,0.48680502177811935,0.5124263387138099,0.0007686395080707148,False,False,False,True
beef round steak raw,0.12390982392627942,0.17865429234338748,0.06537134556019611,0.0,0.0,0.0,0.7354886113152094,0.2645113886847906,0.0,False,False,True,False
beef shoulder steak grilled,0.025506006253085405,0.04283419596644655,0.010532050118031594,0.0,0.0,0.0,0.8053691275167785,0.19463087248322147,0.0,True,False,False,False
chuck eye steak raw,0.1408589764686523,0.12921649116544712,0.1140366805883421,0.0,0.0,0.0,0.5355029585798817,0.4644970414201184,0.0,False,False,True,False
beef bottom round steak cooked,0.16126378147112064,0.2780653221488489,0.0637370619211912,0.0,0.0,0.0,0.8161341016238869,0.18386589837611314,0.0,False,False,True,False
porterhouse steak cooked,0.038670396577258515,0.03640906657147957,0.029780279644089337,0.0,0.0,0.0,0.5543478260869565,0.44565217391304346,0.0,False,False,True,False
beef under blade steak raw,0.2032252756294224,0.22630733535605926,0.14672235336844014,0.0,0.0,0.0,0.6107899807321773,0.3892100192678227,0.0,False,False,True,False
beef plate steak raw,0.10153036037518513,0.08531144029983938,0.08498274922825494,0.0023065094823167607,0.0,0.0,0.500523560209424,0.4900523560209424,0.009424083769633508,False,False,True,False
beef meat canned,0.018265591574790192,0.016419775120471176,0.014345378609043035,0.0,0.0,0.0,0.5380116959064326,0.4619883040935672,0.0,True,False,False,False
beef breakfast strips raw,0.015139048872799078,0.004997322862752097,0.01597966224804794,0.000512557662737058,0.0,0.0,0.23728813559322032,0.7457627118644068,0.01694915254237288,False,False,False,True
beef brisket cooked,0.09692282376172454,0.08209887560235589,0.07917196295623752,0.0,0.0,0.0,0.5133928571428572,0.4866071428571429,0.0,False,False,True,False
corned beef raw,0.14777028138884318,0.11886489380688917,0.12275285999636824,0.0015376729882111738,0.0,0.0,0.4940652818991098,0.5014836795252225,0.004451038575667656,False,False,True,False
beef mince meat asda,0.009050518347869015,0.0,0.005629199201016888,0.01742696053305997,0.0,0.00018524871355060033,0.0,0.31313131313131315,0.6868686868686869,False,False,False,True
pastrami beef fat free,0.001480993911469475,0.0033910405140103518,0.00018158707100054475,0.000256278831368529,0.0,0.0,0.9047619047619047,0.047619047619047616,0.047619047619047616,False,False,False,True
rib eye steak raw,0.12226427513575779,0.11208281277886847,0.09896495369529688,0.001025115325474116,0.0,0.0,0.5335598980458793,0.46304163126593034,0.0033984706881903144,False,False,True,False
beef tenderloin steak cooked,0.0615435247655093,0.06603605211493843,0.04358089704013074,0.0,0.0,0.0,0.6065573770491803,0.39344262295081966,0.0,False,False,True,False
chuck blade roast cooked,0.13855520816192202,0.11797251472425486,0.11258398402033774,0.0,0.0,0.0,0.5160031225604996,0.48399687743950043,0.0,False,False,True,False
cured beef dried,0.0006582195162086556,0.0016062823487417457,3.45015434901035e-05,0.0001537672988211174,0.0,2.058319039451115e-05,0.9193054136874361,0.019407558733401428,0.0612870275791624,False,False,False,True
beef flank steak cooked,0.06253085403982228,0.0924504729609138,0.031777737425095334,0.0,0.0,0.0,0.7474747474747475,0.25252525252525254,0.0,False,False,True,False
chuck eye steak grilled,0.1403653118314958,0.13724790290915584,0.10986017795532957,0.0,0.0,0.0,0.5596797671033479,0.4403202328966521,0.0,False,False,True,False
veal meat raw,0.10745433602106302,0.15670176691058363,0.05574723079716724,0.0,0.0,0.0,0.7409282700421941,0.2590717299578059,0.0,False,False,True,False
veal loin cooked,0.013164390324173112,0.015170444404783153,0.008897766479026693,0.0,0.0,0.0,0.6343283582089552,0.3656716417910448,0.0,False,False,False,True
veal loin raw,0.007569524436399539,0.009459218275923614,0.004721263846014164,0.0,0.0,0.0,0.670886075949367,0.3291139240506329,0.0,False,False,False,True
veal shoulder cooked,0.0715813723876913,0.10922719971443871,0.03522789177410568,0.0,0.0,0.0,0.7593052109181142,0.24069478908188585,0.0,False,False,True,False
beef tenderloin steak raw,0.06664472601612638,0.05746921292164913,0.05411294715816234,0.0,0.0,0.0,0.5193548387096775,0.4806451612903226,0.0,False,False,True,False
veal shank cooked,0.061049860128352805,0.10922719971443871,0.02179044852006537,0.0,0.0,0.0,0.8360655737704918,0.16393442622950818,0.0,False,False,True,False
beef brisket raw,0.1874280072404147,0.14920578261645548,0.15707281641547122,0.0,0.0,0.0,0.4914756025867137,0.5085243974132864,0.0,False,False,True,False
pastrami beef,0.017113707421425046,0.027663751561663397,0.007445069911022334,0.0007688364941055869,0.0,0.000274442538593482,0.778894472361809,0.2060301507537688,0.015075376884422108,True,False,False,False
beef flank steak raw,0.007734079315451703,0.010708548991611638,0.004176502633012529,0.0,0.0,0.0,0.7228915662650601,0.2771084337349397,0.0,False,False,False,True
beef top sirloin steak cooked,0.07075859799243048,0.08513296448331252,0.04575994189213727,0.0,0.0,0.0,0.654320987654321,0.345679012345679,0.0,False,False,True,False
veal breast raw,0.15517525094619056,0.14135284668927361,0.12148175049936445,0.0,0.0,0.0,0.542094455852156,0.4579055441478439,0.0,False,False,True,False
beef rib raw,0.23580714168175088,0.13171515259682315,0.2248047938986744,0.0,0.0,0.0,0.3734817813765182,0.6265182186234818,0.0,False,False,True,False
beef jerky,0.01349350008227744,0.011779403890772802,0.009260940621027782,0.005638134290107638,0.005228758169934641,0.0061749571183533445,0.47482014388489213,0.3669064748201439,0.15827338129496404,False,False,False,True
beef breakfast strips cooked,0.00839229883166036,0.006246653578440122,0.007081895769021245,0.000512557662737058,0.0,0.0,0.4605263157894737,0.513157894736842,0.02631578947368421,False,False,False,True
pork olive loaf,0.010860622017442818,0.005889701945386401,0.008353005266025058,0.0066632496155817535,0.0,0.0,0.3142857142857143,0.43809523809523804,0.24761904761904763,False,False,False,True
beef luncheon meat jellied,0.0051012012506170806,0.009459218275923614,0.0016342836390049029,0.0,0.0,0.0,0.8548387096774193,0.14516129032258066,0.0,False,False,False,True
turkey pastrami,0.006253085403982228,0.008209887560235588,0.0032685672780098057,0.001281394156842645,0.0008104575163398693,0.003430531732418525,0.6666666666666666,0.26086956521739135,0.07246376811594203,False,False,False,True
pork salami,0.00674675004113872,0.004104943780117794,0.006173960414018521,0.000512557662737058,0.0,0.0,0.3898305084745763,0.576271186440678,0.03389830508474577,False,False,False,True
canadian style bacon raw,0.007404969557347376,0.010530073175084777,0.003631741420010895,0.001281394156842645,0.0,0.0,0.7023809523809524,0.23809523809523808,0.05952380952380952,False,False,False,True
honey loaf,0.013987164719433932,0.017669105836159202,0.006537134556019611,0.0066632496155817535,0.0,0.008919382504288165,0.6149068322981366,0.22360248447204967,0.16149068322981366,False,False,False,True
pork beef salami,0.006088530524930065,0.0037479921470640735,0.005629199201016888,0.00019477191184008203,0.0,2.74442538593482e-05,0.3980288097043215,0.5875663381349507,0.014404852160727824,False,False,False,True
beef pork bologna,0.015139048872799078,0.008209887560235588,0.013437443254040312,0.004100461301896464,0.0,0.0044596912521440825,0.338235294117647,0.5441176470588236,0.11764705882352942,False,False,False,True
pork beef salami cooked,0.00674675004113872,0.004818847046225237,0.005810786272017432,0.0007688364941055869,0.0,0.0003430531732418525,0.43548387096774194,0.5161290322580645,0.04838709677419355,False,False,False,True
pork breakfast strips raw,0.014480829356590423,0.004818847046225237,0.01525331396404576,0.000512557662737058,0.0,0.0,0.23893805309734514,0.743362831858407,0.017699115044247787,False,False,False,True
pickle pimiento loaf,0.014151719598486096,0.007674460110655007,0.01107681133103323,0.008200922603792928,0.00784313725490196,0.01097770154373928,0.31617647058823534,0.44852941176470595,0.23529411764705888,False,False,False,True
luxury loaf,0.006417640283034392,0.009280742459396753,0.002360631923007082,0.0035879036391594054,0.0,0.0,0.6582278481012658,0.16455696202531644,0.1772151898734177,False,False,False,True
mortadella,0.007734079315451703,0.004461895413171516,0.0069003086980207,0.001281394156842645,0.0,0.0,0.36764705882352944,0.5588235294117647,0.07352941176470588,False,False,False,True
pork bologna,0.011354286654599309,0.007674460110655007,0.010168875976030506,0.000512557662737058,0.0,0.0,0.4257425742574258,0.5544554455445545,0.019801980198019806,False,False,False,True
turkey salami cooked,0.001480993911469475,0.0017847581652686063,0.0009079353550027237,0.00020758585340850848,0.0007058823529411765,0.00021612349914236706,0.6325110689437066,0.3162555344718533,0.05123339658444023,False,False,False,True
pepperoni beef,0.001645548790521639,0.0008923790826343032,0.0016342836390049029,0.0,0.0,0.0,0.35714285714285715,0.6428571428571429,0.0,False,False,False,True
peppered loaf,0.006911304920190884,0.008745315009816172,0.0032685672780098057,0.0033316248077908768,0.0,0.0044596912521440825,0.6125,0.225,0.1625,False,False,False,True
luncheon meat beef,0.001645548790521639,0.0032125646974834913,0.0005447612130016342,0.0,0.0,0.0,0.8571428571428571,0.14285714285714285,0.0,False,False,False,True
lebanon bologna,0.016126378147112062,0.01927538818490095,0.010895224260032685,0.0007688364941055869,0.0,0.0,0.631578947368421,0.3508771929824561,0.017543859649122806,False,False,False,True
chicken pork bologna,0.015468158630903407,0.005175798679278958,0.015616488106046848,0.0030753459764223477,0.0,0.0,0.2283464566929134,0.6771653543307087,0.09448818897637795,False,False,False,True
turkey roll,0.006582195162086556,0.008745315009816172,0.00345015434901035,0.0015376729882111738,0.0,0.0,0.6621621621621622,0.25675675675675674,0.08108108108108107,False,False,False,True
beef salami cooked,0.011189731775547145,0.005889701945386401,0.010532050118031594,0.001281394156842645,0.0,0.00137221269296741,0.34375,0.6041666666666666,0.052083333333333336,False,False,False,True
yachtwurst cooked,0.024683231857824586,0.014813492771729433,0.023061558017069182,0.002050230650948232,0.0,0.0,0.38073394495412843,0.5825688073394495,0.03669724770642202,True,False,False,False
italian salami,0.007075859799243048,0.003926467963590934,0.006718721627020156,0.000256278831368529,0.0,0.0003430531732418525,0.3666666666666667,0.6166666666666667,0.016666666666666666,False,False,False,True
turkey ham,0.006253085403982228,0.009816169908977334,0.002905393136008716,0.0007688364941055869,0.0,0.0003430531732418525,0.7432432432432433,0.21621621621621626,0.04054054054054054,False,False,False,True
turkey bologna,0.00970873786407767,0.005711226128859541,0.008171418195024514,0.0033316248077908768,0.0013071895424836603,0.00274442538593482,0.35555555555555557,0.5,0.14444444444444446,False,False,False,True
sliced turkey breast,0.0027974329438867863,0.004283419596644655,0.0010895224260032684,0.001025115325474116,0.0,0.0003430531732418525,0.7058823529411765,0.17647058823529413,0.11764705882352942,False,False,False,True
luncheon meat pork beef,0.016290933026164228,0.006246653578440122,0.016342836390049027,0.0017939518195797027,0.0,0.0,0.26515151515151514,0.6818181818181819,0.05303030303030303,False,False,False,True
beef bologna,0.014809939114694751,0.005889701945386401,0.01416379153804249,0.0033316248077908768,0.0,0.002058319039451115,0.2661290322580645,0.6290322580645161,0.10483870967741936,False,False,False,True
turkey bacon cooked,0.0515056771433273,0.04336962341602713,0.04158343925912474,0.006406970784213224,0.0,0.0,0.48893360160965793,0.46076458752515087,0.05030181086519114,False,False,True,False
ground emu cooked,0.029290768471285176,0.05532750312332679,0.009260940621027782,0.0,0.0,0.0,0.8587257617728532,0.1412742382271468,0.0,True,False,False,False
ostrich leg raw,0.015468158630903407,0.03391040514010352,0.002723806065008171,0.0,0.0,0.0,0.926829268292683,0.07317073170731707,0.0,False,False,False,True
ostrich strip raw,0.0177719269376337,0.03587363912189899,0.004358089704013073,0.0,0.0,0.0,0.8933333333333334,0.10666666666666666,0.0,True,False,False,False
emu fillet cooked,0.09988481158466349,0.21988220596109231,0.01652442346104957,0.0,0.0,0.0,0.9312169312169312,0.06878306878306878,0.0,True,False,False,False
ostrich tenderloin raw,0.017278262300477208,0.0335534535070498,0.004902850917014708,0.0,0.0,0.0,0.8744186046511628,0.12558139534883722,0.0,True,False,False,False
emu drums cooked,0.10679611650485438,0.24040692486168125,0.01525331396404576,0.0,0.0,0.0,0.9412997903563941,0.05870020964360587,0.0,True,False,False,False
green turtle raw,0.004113871976304097,0.009994645725504195,0.00018158707100054475,0.0,0.0,0.0,0.9824561403508772,0.01754385964912281,0.0,False,False,False,True
ground bison cooked,0.07372058581536943,0.11351061931108336,0.03922280733611767,0.0,0.0,0.0,0.7464788732394366,0.2535211267605634,0.0,False,False,True,False
goat meat raw,0.08129011025176897,0.16669641263608784,0.0190666424550572,0.0,0.0,0.0,0.8989412897016362,0.1010587102983638,0.0,False,False,True,False
ground emu raw,0.02583511601118973,0.04747456719614493,0.008534592337025604,0.0,0.0,0.0,0.8498402555910544,0.1501597444089457,0.0,True,False,False,False
ground ostrich raw,0.029619878229389503,0.039264679635909336,0.01725077174505175,0.0,0.0,0.0,0.6984126984126984,0.30158730158730157,0.0,True,False,False,False
ostrich tip cooked,0.02024025012341616,0.04319114759950027,0.003994915562011985,0.0,0.0,0.0,0.9166666666666667,0.08333333333333334,0.0,True,False,False,False
caribou cooked,0.034556524600954416,0.06782081028020703,0.011621572544034864,0.0,0.0,0.0,0.8558558558558559,0.14414414414414414,0.0,True,False,False,False
ground ostrich cooked,0.026822445285502716,0.04336962341602713,0.011984746686035953,0.0,0.0,0.0,0.7864077669902914,0.21359223300970873,0.0,True,False,False,False
ostrich leg cooked,0.01974658548625967,0.044083526682134576,0.002905393136008716,0.0,0.0,0.0,0.9391634980988592,0.060836501901140684,0.0,True,False,False,False
ostrich top loin cooked,0.021721244034885637,0.04265572014991969,0.0059923733430179765,0.0,0.0,0.0,0.8786764705882353,0.1213235294117647,0.0,True,False,False,False
ostrich strip cooked,0.022873128188250783,0.044618954131715155,0.006537134556019611,0.0,0.0,0.0,0.8741258741258741,0.12587412587412586,0.0,True,False,False,False
ostrich tip raw,0.015961823268059897,0.03319650187399608,0.003631741420010895,0.0,0.0,0.0,0.9029126213592233,0.0970873786407767,0.0,False,False,False,True
ostrich round raw,0.016290933026164228,0.03337497769052294,0.003631741420010895,0.0,0.0,0.0,0.9033816425120773,0.0966183574879227,0.0,False,False,False,True
ground bison raw,0.020404805002468322,0.030697840442620028,0.01107681133103323,0.00025371604305484373,0.0,0.0,0.7350741484678833,0.26069490149151675,0.004230950040600027,True,False,False,False
ostrich fan raw,0.016290933026164228,0.033018026057469216,0.004176502633012529,0.0,0.0,0.0,0.8894230769230769,0.11057692307692306,0.0,False,False,False,True
ostrich top loin raw,0.016620042784268554,0.03283955024094235,0.004539676775013619,0.0,0.0,0.0,0.8803827751196173,0.11961722488038279,0.0,True,False,False,False
veal brain cooked,0.07585979924304756,0.06942709262894878,0.05919738514617759,0.0,0.0,0.0,0.544055944055944,0.45594405594405596,0.0,False,False,True,False
veal tongue cooked,0.0847457627118644,0.11761556309120116,0.04684946431814055,0.0,0.0,0.0,0.7186477644492912,0.2813522355507088,0.0,False,False,True,False
beef heart cooked,0.007734079315451703,0.01445654113867571,0.002360631923007082,0.00014607893388006153,0.0,0.0,0.8565084064713967,0.13746431214973034,0.006027281378872792,False,False,False,True
turkey liver cooked,0.01645548790521639,0.025522041763341073,0.007808244053023424,0.0,0.0,0.0,0.7688172043010753,0.2311827956989247,0.0,True,False,False,False
veal thymus cooked,0.005759420766825737,0.011422452257719082,0.0016342836390049029,0.0,0.0,0.0,0.8767123287671232,0.1232876712328767,0.0,False,False,False,True
beef brain cooked,0.11321375678788877,0.07870783508834554,0.10096241147630289,0.0,0.0,0.0,0.44232698094282846,0.5576730190571715,0.0,False,False,True,False
beef pancreas cooked,0.09906203718940267,0.10744244154917011,0.0693662611222081,0.0,0.0,0.0,0.6117886178861789,0.38821138211382117,0.0,False,False,True,False
beef tripe cooked,0.013164390324173112,0.017847581652686063,0.006173960414018521,0.004356740133264992,0.0,0.0,0.6622516556291391,0.2251655629139073,0.11258278145695365,False,False,False,True
chicken gizzard cooked,0.03669573802863255,0.07870783508834554,0.007081895769021245,0.0,0.0,0.0,0.9187500000000001,0.08125,0.0,True,False,False,False
pork pancreas cooked,0.08836597005101202,0.12457611993574871,0.048120573815144355,0.0,0.0,0.0,0.7248182762201454,0.2751817237798546,0.0,False,False,True,False
beef tongue cooked,0.013164390324173112,0.009816169908977334,0.011439985473034318,0.0,0.0,0.0,0.4661016949152542,0.5338983050847457,0.0,False,False,False,True
lamb heart cooked,0.05808787230541386,0.08513296448331252,0.027419647721082255,0.009482316760635573,0.0,0.0,0.7172932330827068,0.22706766917293233,0.055639097744360905,False,False,True,False
beef spleen cooked,0.07355603093631727,0.13796180617526327,0.023424732159070275,0.0,0.0,0.0,0.8569844789356984,0.14301552106430154,0.0,False,False,True,False
veal kidneys cooked,0.04936646371564917,0.08638229519900054,0.018885055384056656,0.0,0.0,0.0,0.8231292517006803,0.17687074829931973,0.0,False,False,True,False
chicken heart cooked,0.04410070758597993,0.06835623772978762,0.020882513165062646,0.000256278831368529,0.0,0.0,0.7675350701402806,0.23046092184368738,0.0020040080160320644,False,False,True,False
lamb tongue cooked,0.1153529702155669,0.09816169908977335,0.09388051570728163,0.0,0.0,0.0,0.5154639175257731,0.4845360824742268,0.0,False,False,True,False
veal heart cooked,0.06055619549119631,0.1029805461359986,0.024332667514072998,0.0007688364941055869,0.0,0.0,0.8081232492997199,0.1876750700280112,0.004201680672268907,False,False,True,False
chicken liver cooked,0.012506170807964456,0.020167767267535254,0.005084437988015253,0.001281394156842645,0.0,0.0,0.773972602739726,0.19178082191780818,0.03424657534246575,False,False,False,True
lamb pancreas cooked,0.08902418956722068,0.09405675530965556,0.06337388777919012,0.0,0.0,0.0,0.6015981735159818,0.3984018264840183,0.0,False,False,True,False
veal spleen cooked,0.07322692117821293,0.14831340353382116,0.018158707100054475,0.0,0.0,0.0,0.8925886143931256,0.10741138560687434,0.0,True,False,False,False
lamb liver cooked,0.12160605561954912,0.18329466357308588,0.05374977301616125,0.021783700666324964,0.0,0.0,0.7294034090909091,0.2102272727272727,0.06036931818181818,False,False,True,False
turkey gizzard cooked,0.011518841533651474,0.021238622166696416,0.00381332849101144,0.0,0.0,0.0,0.85,0.15,0.0,False,False,False,True
lamp spleen cooked,0.0756952443639954,0.13938961270747816,0.025603777011076807,0.0,0.0,0.0,0.8470715835140998,0.15292841648590022,0.0,False,False,True,False
turkey heart cooked,0.005759420766825737,0.008923790826343031,0.002723806065008171,0.0,0.0,0.0,0.7692307692307693,0.23076923076923078,0.0,False,False,False,True
beef liver cooked,0.021392134276781306,0.035338211672318404,0.006537134556019611,0.008969759097898515,0.0,0.0,0.7360594795539033,0.13382899628252787,0.13011152416356878,True,False,False,False
lamb lungs cooked,0.07092315287148264,0.1351061931108335,0.02142727437806428,0.0,0.0,0.0,0.8651428571428572,0.13485714285714287,0.0,False,False,True,False
pork brain cooked,0.08672042126049037,0.08281277886846333,0.06591610677319774,0.0,0.0,0.0,0.5610640870616688,0.43893591293833134,0.0,False,False,True,False
goose liver,0.020569359881520487,0.02748527574513654,0.00726348284002179,0.015120451050743212,0.0,0.0,0.6086956521739131,0.158102766798419,0.23320158102766803,True,False,False,False
pork kidneys cooked,0.034721079480006585,0.06353739068356239,0.011984746686035953,0.0,0.0,0.0,0.8436018957345971,0.15639810426540282,0.0,True,False,False,False
lamb brain cooked,0.08277110416323845,0.07763698018918437,0.06410023606319229,0.0,0.0,0.0,0.552030456852792,0.4479695431472081,0.0,False,False,True,False
pork heart cooked,0.03537929899621524,0.06103872925218634,0.013255856183039766,0.0015376729882111738,0.0,0.0,0.8123515439429929,0.17339667458432304,0.014251781472684084,True,False,False,False
lamb kidneys cooked,0.0574296527892052,0.10762091736569696,0.016706010532050116,0.006406970784213224,0.0,0.0,0.8374999999999999,0.12777777777777777,0.034722222222222224,True,False,False,False
beef lungs cooked,0.05989797597498766,0.11029805461359987,0.02033775195206101,0.0,0.0,0.0,0.8465753424657534,0.15342465753424656,0.0,False,False,True,False
veal pancreas cooked,0.10103669573802863,0.12457611993574871,0.06355547485019067,0.0,0.0,0.0,0.666030534351145,0.333969465648855,0.0,False,False,True,False
pork liver cooked,0.09610004936646371,0.16437622702123864,0.02832758307608498,0.034085084572014354,0.0,0.0,0.7611570247933884,0.12892561983471076,0.10991735537190085,False,False,True,False
beef kidneys cooked,0.007404969557347376,0.01374263787256827,0.002360631923007082,0.0,0.0,0.0,0.8555555555555556,0.14444444444444446,0.0,False,False,False,True
turkey giblets cooked,0.02698700016455488,0.04479742994824202,0.011439985473034318,0.0,0.0,0.0,0.7993630573248408,0.20063694267515922,0.0,True,False,False,False
duck liver raw,0.009873292743129834,0.01463501695520257,0.003631741420010895,0.004100461301896464,0.0,0.0,0.6949152542372882,0.16949152542372883,0.13559322033898308,False,False,False,True
veal liver cooked,0.02534145137403324,0.040514010351597365,0.009079353550027237,0.00768836494105587,0.0,0.0,0.739413680781759,0.16286644951140067,0.09771986970684039,True,False,False,False
pork lungs cooked,0.04887279907849268,0.0888809566303766,0.016887597603050662,0.0,0.0,0.0,0.8426395939086295,0.15736040609137059,0.0,True,False,False,False
veal lungs cooked,0.05134112226427514,0.10030340888809568,0.014345378609043035,0.0,0.0,0.0,0.8767550702028081,0.12324492979719187,0.0,True,False,False,False
beef thymus cooked,0.19993417804837915,0.14849187935034805,0.17287089159251862,0.0,0.0,0.0,0.4663677130044843,0.5336322869955157,0.0,False,False,True,False
ham,0.007569524436399539,0.008209887560235588,0.004539676775013619,0.00256278831368529,0.005228758169934641,0.0010291595197255575,0.5679012345679012,0.308641975308642,0.1234567901234568,False,False,False,True
pork meat cooked,0.04656903077176239,0.025165090130287348,0.025603777011076807,0.0,0.0,0.0,0.5,0.5,0.0,True,False,False,False
bacon roasted,0.007075859799243048,0.005354274495805819,0.0059923733430179765,0.000256278831368529,0.0,0.0,0.46875000000000006,0.515625,0.015625000000000003,False,False,False,True
pork top loin roasts raw,0.5996379792660853,0.8359807246118152,0.3319411657889958,0.0,0.0,0.0,0.7192874692874692,0.2807125307125307,0.0,False,False,True,False
pork blade roll raw,0.012506170807964456,0.00838836337676245,0.011258398402033775,0.0,0.0,0.0,0.43119266055045874,0.5688073394495413,0.0,False,False,False,True
